id,name,ml_target,bio,most_common_language
14159,nimomeng,1,"Wechat Official Accounts: ""nimomengOA""
Former staff in Baidu, Alibaba, Currently work in Tencent.
iOS / Web Developer.",Objective-C
14160,SHIVAPRASAD96,0,Analyst @ BCG-GAMMA | Data & Analytics,HTML
14161,EPSON-LEE,0,夜雨剪春韭,JavaScript
14163,Liar1995,0,easy come easy go 🦍,Java
14164,Shinepans,0,An apple a day keeps the doctor away,JavaScript
14165,abadojack,1,Thunderbolt and lightning very very frightening me,Go
14166,shashank-bhatt-07,1,Data Scientist,Python
14167,OscarGarciaPeinado,1,"I'm passionate about investigation and play with hard/new technologies.
Senior data engineer, Big data architecture, android and java developer.",Python
14168,HuangQinJian,1,I want to be better!,Python
14170,SnapluDJ,0,"Writing Bugs
",JavaScript
14171,statsmaths,1,Associate Professor | Linguistics & Data Science | University of Richmond,R
14172,leejinlin,0,add a bio,PHP
14173,marcusshepp,0,Browser Magician.,Python
14174,mikerodham,0,"Geek, gamer, tech enthusiast.",JavaScript
14175,Dimillian,0,"[Entrepreneur, iOS/Mac & Web dev] Work @Medium / @Glose
Past:
@google, Co-Founded @MySeeen (Share movies !) @RobinBrowser (The smart Browser).",Objective-C
14177,Hawstein,0,Indie Hacker | System Builder,JavaScript
14178,mao-wang,1,"Assistant Professor, Department of Political Science",R
14179,ChengBinJin,1,"“Dirty work"" help you to become a good deep learning engineer!",Python
14180,iallai,0,More than a chicken,CSS
14181,miguel456,0,Backend web developer,PHP
14182,renaudtertrais,0, Javascript Designer && CSS Architect.,JavaScript
14183,HamishBrindle,0,ja❤ascript,JavaScript
14184,nagoldivad,0,"Interests include Linux, Web Design, WordPress.",CSS
14185,orrsella,0,"Software Engineer at @facebook, working on developer infrastructure and tools.",Scala
14186,JARVIS-AI,0,"Knowledge is ⚡ __/
👨🏻‍🎓 CS Bachelor, Master A.I. __/
Tired and in 💘__/
Heart broken __/
Seeking truth in everything with kindness essence",HTML
14187,agrafix,0,Haskell Hacker,Haskell
14188,Theodory,0,Anything beyond CRUD,JavaScript
14189,rachael,0,Front-end web developer with a love for UI and UX.,JavaScript
14190,mohit3011,1,CS PhD Student @GeorgiaTech | Previously @microsoft | Researcher (Human-Centered NLP & Social Computing) | Will code for food :),Python
14191,lincode,0,Learning Unity.....,Ruby
14193,janicduplessis,0,"Software stuff / founder @th3rdwave, React Native Core Contributor",JavaScript
14194,tameeshB,0,"Engineering @Yelp

CSE grad @ IIT P",JavaScript
14195,beaulebens,0,"Head of Engineering for @woocommerce at @Automattic, shepherds of WordPress.com, Jetpack, Tumblr, Simplenote, Longreads, and more.",JavaScript
14196,baoqchau,0,0 and 1 run in my DNA,JavaScript
14197,aokon,0,"Full Stack Developer - Ruby, Elixir, JS",JavaScript
14198,meso,0,"CTO at Aidemy, Inc.",JavaScript
14199,rodrigomata,0,Software Architect,JavaScript
14200,shivamanhar,0,Data Engineer,JavaScript
14201,georgiana-gligor,0,Geek. Mother. Do-er. Former Chief @tekkie Officer. Software craftswoman. Conference speaker. Team builder.,PHP
14203,solancer,0,"Full Stack Developer, JavaScript, and Golang Fanboy, Pythonista, Linux addict, IoT enthusiast",JavaScript
14204,YupingLu,1,♑ 人生就是去不断地发现！做一个观察者和流浪者. Professional Procrastinator.,Python
14205,ElRakabawi,0,"prev. @Lamarkaz & @station0x
now @gelatodigital ",HTML
14206,adam-paterson,0,Polyglot Programmer. Technical Solution Architect & Principal Developer @pinpointdesigns Indie Game dev. AI enthusiast. Father to two girls.,PHP
14207,gabesoft,0,Engineer @quip,JavaScript
14208,rossnoble,0,🚀,HTML
14209,MrPowers,1,"Data engineering / Dev Advocate.  Like Rust, Spark, Python, data, and math.",Ruby
14212,pazguille,0,👨‍💻 Front End Web Developer ⚡️Web Performance Lover | Principal Engineer at @mercadolibre,JavaScript
14213,kayuri,1,Messing up with data,Shell
14215,CommissarMa,1,"Computer vision, Deep Learning",Python
14216,betulays,1,@bigailab,Python
14217,eaktadiur,0,top rated freelance worker at upwork.com,HTML
14218,gsganden,1,Data scientist modeling autonomous vehicle safety,Python
14220,bncuthbert,1,Grad student at the Centre for Neuroscience Studies at Queen's University.,Python
14221,hubrewned,0,"JS, PHP, MySql, HTML, CSS, Yii2",No languages detected
14222,psychokiller666,0,the kkk took my baby away,JavaScript
14223,danielgwood,0,Web/software developer.,PHP
14224,fomvasss,0,Just another dev 🇺🇦,PHP
14225,sdemyanov,1,"CEO, former ML Lead and co-founder of Teleport, acquired by Snap.",Python
14226,crowphy,0,"JavaScript,Painting",JavaScript
14227,nattatorn-dev,0,Beef and Cat Lover,JavaScript
14228,HZooly,0,Frontend Developer 🇫🇷 I work at Yescapa and build projects with @pulsardev,JavaScript
14229,sshekh,1,"Highly trained monkey @google.
prev  ETH Zürich, Amazon, @root-project @CERN",Shell
14230,litanlitudan,1,I crash drones,Python
14231,sirius1024,0,Developer,JavaScript
14232,gyaan,0,A Developer !,HTML
14233,rodrigorf,0,"Developer, entrepreneur, gamer",Python
14235,kushalbabel,1,"Security/PL/Systems
PhD Student @cornelltech @initc3",Python
14236,AmitKumarDas,0,Staff engineer at VMware working on extended support for Kubernetes,Go
14237,marioidival,0,"Christian &
Staff software engineer &
Project Lead &
Rust &
Go &
Python.


Be a low profile",Rust
14238,adjohn,0,Co-founder of IOpipe - monitoring and observability for AWS Lambda serverless applications.,JavaScript
14239,scherroman,0,your humble technomage,JavaScript
14240,nutjane,0,"an engineer who enjoys
#film #music #tech #travel",Java
14241,1TTT9,1,You can reach me by wechat ID [jogdan],Python
14242,sibelius,0,Full Stack Developer #reactnative #redux #relay #graphql #webpack #koa #react,JavaScript
14244,kuailingmin,0,Live in the code of the world。。。,JavaScript
14246,Watson1978,0,"Ruby committer, RMagick maintainer",Ruby
14247,hecto932,0,"Software Engineer at @encora
React.js + Node.js",JavaScript
14248,liuyijiang1994,1,PPTer,Python
14249,pocke,0,"UTC+09:00 /
Work for RBS on Monday and Thursday.",Ruby
14250,jzbyers,0,Engineer and data enthusiast @OdenTech,Shell
14251,djchie,0,"No, I'm not a DJ. ",JavaScript
14253,adamsro,0,Full stack dev,C++
14254,thejoltjoker,1,Photographer turned web designer turned 3D artist turned full stack developer. Currently handling data on film sets and automating things.,JavaScript
14255,gyk001,0,"No bug, no life",JavaScript
14256,cliffhall,0,"Software Architect, Author, Musician, Dude.",JavaScript
14258,PatrickHeneise,0,Chief Problem Solver and Senior Node.js Enthusiast at @zentered. #remotefirst,JavaScript
14259,ilkeraltin,0,Software Engineer & Consultant,JavaScript
14260,AdityaPrasadMishra,1,Senior Software Engineer @ Aristocrat Technologies Inc.,Python
14261,CallmeNezha,0,China Boy,C++
14262,alexaubry,0,You're looking for @alexisakers - old username kept here for reference.,No languages detected
14264,guoyunhe,0,"Web dev, Linux geek, gamer.",TypeScript
14265,18boys,0,"a simple iters,
less talk, more code
微信号（wechat）： wickedworld",JavaScript
14266,mingshi,0,sky king cover land tiger,JavaScript
14267,lelanavilla,0,Full Stack Developer and UX/UI Designer,HTML
14268,lorderikir,0,@ericjiang97 is my main dev account,CSS
14269,achiku,0,🍶 🍣,Go
14271,jhurtadojerves,0,Backend Engineer at Jüsto.mx,HTML
14272,flobraeuer,0,"JS Coder, Startup Coach, Serial Entrepreneur, Dreamer and Doer",JavaScript
14273,ekoz,0,"Easy Come, Easy Go",JavaScript
14274,changda0616,0,cody,JavaScript
14275,mariaclaudia,1,"I‘m a geek girl, passionate about Civic tech, Analytics, Government data, data for Good and book addicted.",Jupyter Notebook
14276,arifix,0,"Web Developer Proficient in PHP, WordPress, JavaScript, ReactJS, MySQL, TailwindCSS, SASS",JavaScript
14278,fabiocarrara,1,"
    Researcher @ ISTI CNR, Pisa, Italy.

Playing with Deep Learning for Multimedia and drums.
",Python
14279,py7hon,0,"I am Software Engineer, CyberSecurity,
DJ, System Administrator, Moderator and IT Guy on @posantai ",JavaScript
14280,mianuddin,0,@calpoly @intuit (fmr. @MLH @slohacks @Viasat),JavaScript
14281,mieky,0,Admirer of smooth tech and kind people.,JavaScript
14282,lucasvalentim,1,I'm a Computer Science student and an Artificial Intelligence enthusiast.,Python
14283,abunashir,0,Engineering,Ruby
14284,esrrhs,0,game server programmer and hard core gamer,C++
14286,Shyam-Chen,0,"👨‍💻 Web Developer 🦄 Vue • Tauri • Fastify • HTML • SCSS • TypeScript • Node.js • MongoDB • Redis 💨 Web, Mobile, Desktop & Server Application Development 🛸",TypeScript
14287,SinanMtl,0,Sr. Front-End Developer,JavaScript
14288,obaaa8,0,هدفي تغيير حياة الناس للأفضل. أعلم أن هذا لن يأتي بالتكنولوجيا فقط، بل يأتي بأخز كل شئ للتكنولوجيا. كل شيء يمكن إعاده بنائه وهنالك أشياء يجب خلقها,HTML
14289,MehdiAbbanaBennani,1,Research Intern @Riken AIP - Imperfect Information Learning Team,Python
14290,sungjuly,0,"Hacker, Love Open Source, Software Engineer for Data-Intensive Software Projects",Python
14291,danielmwakanema,0,technical lead • climate tech expert,JavaScript
14292,NeftaliYagua,0,"Tengo muchas ideas para compartir con ustedes, y en las que me gustaría que participaran.",HTML
14295,ricalanis,1,Humans + Data = SuperPowers.,Jupyter Notebook
14296,BGR360,0,haha Rust go brr,Shell
14297,stowball,0,I’m a user experience-focused Front-End Engineer who just wants to make the web a better place by creating human-centred products with universal access.,JavaScript
14299,cliens,0,( ¨̮ ),JavaScript
14301,markroepke,1,Curriculum Engineer at Databricks,R
14302,emj365,0,"https://www.npmjs.com/~emj365
https://twitter.com/JinMinJie
",JavaScript
14304,jaywilburn,0,"JS, Vue, React, Node, Ruby, Coffee, Bears, Beets, Battlestar Gallactica. ",JavaScript
14305,npujcong,1,npujcong@gmail.com,Python
14306,abhisekp,0,"Full-stack Developer with 5+ years of experience building enterprise apps using Node.js, Go, MySQL, MongoDB, Express.js, React.js, and AWS.",JavaScript
14307,johnowennixon,0,"Avocados, Boxes, Colours, Dilbert, Escher, Fusion, Genomics, Hedgehogs, Illumination, Jesus, Knots, Linux, Mackintosh, Nutrition, Oxford, Pencils, Quotes, ...",Python
14308,pvels,0,https://linkedin.com/in/pgerashchenko,Swift
14309,jalabort,1,Lead Data Scientist | Object Detection Specialist | Machine Learning & Computer Vision,Python
14310,SoftlySplinter,1,CICS Developer (@cicsdev) in the Java team.,Java
14312,guilhermehtk,1,Fullstack Software Engineer,Java
14313,dE-Falt,1,">>tracert life.liberty.pursuit-of-happiness
",Python
14314,andfaulkner,0,"Married to JS/TS, having love affairs w Ruby & Clojure + a hate affair w Java. Old pals w sh. Ex-neuroscientist. Obsessed w dog, my kids, rave music, etc",JavaScript
14315,2madera,0,Co-Founder at calindra.tech,JavaScript
14316,crazydonkey200,1,"Hi, I am Chen, a researcher in Google Brain, and PhD in AI and machine learning. I work on NLP, AutoML and program synthesis. ",Python
14317,beiciliang,1,Developer | PhD in Media and Arts Technology.,Python
14319,spro,0,I sure do like websites.,CoffeeScript
14320,pm3310,1,Senior Engineering Manager (ML Platform) @ Activision Blizzard King,Python
14321,appachan,0,ｳﾞｪｰ,JavaScript
14322,andrewglancy,0,"I want to see all of you, in my office, right now.",JavaScript
14323,thedanielforum,0,Notice me senpai!,Go
14324,Abhey,1,I am an enthusiastic developer who is looking for more and more opportunities to contribute back to the open-source community.,Java
14325,MichaelKreil,0,data journalist,JavaScript
14326,reveriezhu,1,"Quantitative Finance, Data Science, Machine Learning
",Python
14327,dasunpubudumal,0,A continuous learner.,HTML
14328,chapterjason,0,I'm probably a human developer. I develop in PHP with the popular Symfony framework.,JavaScript
14330,lode,0,"I make structure. In concepts, processes, organizations, code, interactions, etc.
Now working at @Respondens making decorrespondent.nl and thecorrespondent.com",PHP
14331,izatop,0,"One beer isn't a beer, two beer is half of a beer, four beer is one beer but one beer isn't a beer",TypeScript
14332,papagunit,0,"Solutions Architect at BDO Digital.
Marketing Automation Consultant specializing in Eloqua.
",JavaScript
14333,gbih,0,"Software developer in Japan/Niigata/越後湯沢・新潟. NLP, deep learning, data engineering. www.omame.com",F#
14335,ChiangF1943,1,Not today.,C++
14336,MeoBeoI,0,~(=^‥^)/  ヾ(=ﾟ･ﾟ=)ﾉ,JavaScript
14337,aslafy-z,0,Linux lover and OSS enthusiast. Currently working at @carrefour-group on scalable @kubernetes platforms.,Shell
14338,mookofe,0,"Software Engineer. Passionate with Cycling, Domain Driven Design, Scrum and Applications that delivers value.",PHP
14339,christiaanwesterbeek,0,no-code and full stack developer,JavaScript
14340,Gloriabhsfer,1,ME master student at Clemson University,Python
14341,se77en,0,"code is cheap, show me the money.",Go
14342,tanishq1g,1,"Machine Learning and Deep Learning Enthusiast | Full Stack Web Developer | student @IIITB
",Python
14343,sharnjit1,0,"Full stack web developer (React,PHP, JAVA and MEAN Stack )",Java
14344,pengyan5945,0,Java、Android、iOS 、CTO,HTML
14345,Bronskiy,0,"Senior Web Developer specializing in front/back end development. Experienced in numerous programming languages including JavaScript, SQL, PHP, Python and other.",PHP
14346,JuanDelgadillo,0,"I am Juan Delgadillo, an international software engineer, mentor, and traveler with more than a decade of experience helping worldwide startups and companies",JavaScript
14347,mangya,0,"Software Professional
PHP | Laravel",PHP
14348,tanakaworld,0,A Software Engineer,CSS
14349,inexistence,0,Android Developer,Java
14350,poopsplat,0,I changed my github username to @itsmattsoria — go there for all previously Poopsplat code stuff.,No languages detected
14351,ABAtanasov,1,Physics grad student interested in strongly coupled systems and universality.,Python
14353,lexiaoyao20,0,iOS/Mac developer,Objective-C
14354,Yizong98,1,"Meh
",Python
14355,supersun17,0,"LeetCode Submission:
https://leetcode.com/supersun17/
Gaming:
https://www.youtube.com/channel/UCxOD_zDsSufuSQdlVRYRUJg/featured",Swift
14357,CareyToboo,0,It's never too late to start when you want to do something.,JavaScript
14358,harrymee123,0,Senior Software Engineer,JavaScript
14359,ohaicristina,0,from slingin' pizza to slingin' css,HTML
14360,schen57,1,"Passionate about learning
Machine Learning, Artificial Intelligence",HTML
14362,lzfelix,1,"Associate Machine Learning Engineering Manager, former Tech Lead, with a Master's in ML + NLP. I'm passionate about software development and ML.",Python
14363,sebastiandeutsch,0,Founder of 9elements - chief instigator with React and Rails. Maintainer of reactjs.de.,JavaScript
14364,LonSilent,0,"Natural Language Processing, Information Retrieval, Machine Learning ",Python
14365,kamilien1,1,"Patent manager, data scientist-in-training.",R
14366,manuelbieh,0,Freelance JavaScript Developer from Berlin. You can hire me!,JavaScript
14367,jimouris,0,Cryptography Researcher @nillion-oss,Makefile
14368,KornbergFresnel,1,惟精惟一，允执厥中,Python
14369,andrelotto,0,"Profissional com experiência em análise e desenvolvimento de sistemas, levantamento de requisitos e gerenciamento de projetos;
Profissional pró-ativo e dinâmic",JavaScript
14370,florianmari,0,"

    I make things.
iOS Software Engineer

",Swift
14371,atla5,1,Developing open source software (web components and customizations).,JavaScript
14372,catenare,0,"Web Application dev of 10+ years.
Ruby and Ruby on Rails Dev.
Java, PHP and AWS certified",JavaScript
14373,leondeng,0,Hello Weird!,PHP
14374,reyostallenberg,0,Back-end developer,PHP
14375,lusentis,0,Building the Error Tracking tool for Next.js & React @bugpilot,JavaScript
14376,JTJL,1,https://icpc.baylor.edu/ICPCID/NP9L5R2GBJ4M,C++
14377,ltm0203,0,"Microsoft MVP. Skilled in ASP.NET MVC, Web API, Angular, TypeScript, ",JavaScript
14378,ZzzJzzZ,1,"Semantic Segmentation, Object Detection, Pose Estimation, Instance Segmentation",Python
14379,AbdullahGhanem,0,Full-stack developer. In love with Laravel and VueJS.,JavaScript
14380,rothgar,0,"learning and sharing
",Shell
14381,nickzheng,0,Talk is cheap Show me the code,JavaScript
14382,mukilane,0,"Frontend Web Developer, Space Enthusiast",JavaScript
14383,kylefritz,0,"I work on self-driving tech in Baltimore & Pittsburgh
",Ruby
14385,flipjs,0,A passionate programmer who advocates for clean & testable code. Speaks JavaScript fluently. Literally lives in the terminal. Uses Vim all day. CLI all the way.,JavaScript
14386,facontidavide,1,"C++ enthusiast, passionate about Robotics.
Optimizing code for fun and profit.",C++
14387,RimoChan,1,黄巍复制中心首席黄巍饲养员←_←,Python
14388,onegrx,0,Software Developer,Java
14389,randilfernando,0,Software engineer at Ustocktrade,Java
14390,snandy,0,Front end Engineer,JavaScript
14391,andrewgarner,0,I’m a technical leader and individual contributor with broad experience of large‑scale web‑based applications.,Shell
14392,GayanSampathManamendra,1,"I am Gayan Sampath from Kandy , Sri Lanka. And also I am a Computer science student at university of Colombo School of computing.
",Python
14394,SteveBronder,1,Just a Lexicanum trying to work his way up to Chapter Master,R
14395,isfaaghyth,0,"Android GDE | Software Engineer 🌱
",Java
14396,ClaudeSeo,0,Anything,JavaScript
14397,bpatyi,0,Golang Developer at @lhsystems,CSS
14398,BYWallace,0,building,JavaScript
14399,quanpower,0,工业物联网,HTML
14400,Huxpro,0,"Formerly React Core, React Native, Hermes, Reason. Make computer interfaces better for the humanities (AI included!). ",JavaScript
14401,juliancorrea,0,"Head I.T. |
Software Architect
Fullstack developer",JavaScript
14402,fancymax,1,Hope is a good thing,Swift
14403,pauljamescampbell,0,"Co-founder, designer and technologist at design studio @owlandgiraffe",ActionScript
14404,Squadrick,1,"
    Whatever works.
",Python
14405,lojals,0,∆ Sr. iOS Engineer @ Uber  ∆ | he/him | My commits are my own | Oppa,Swift
14406,jik1992,0,"using Java/Web,CD/CI, microservice",JavaScript
14407,HarrisonB,0,see @hibachrach,No languages detected
